time,price
1735264800,0.0
1735268400,0.991727
1735272000,0.990602
1735275600,0.990271
1735279200,0.989307
1735282800,0.989109
1735286400,0.988554
1735290000,0.994029
1735293600,0.998319
1735304400,0.998009
1735308000,0.997639
1735311600,0.997652
1735318800,0.995403
1735322400,0.997072
1735326000,0.997452
1735329600,0.996673
1735333200,0.996435
1735336800,0.996286
1735340400,0.995732
1735351200,0.995602
1735354800,0.997304
1735362000,0.997765
1735365600,0.997829
1735369200,0.997161
1735372800,0.997157
1735376400,0.997479
1735380000,0.997574
1735383600,0.997395
1735387200,0.997049
1735390800,0.996633
1735394400,0.997469
1735398000,0.997979
1735401600,0.997895
1735405200,0.998114
1735408800,0.998826
1735412400,0.998743
1735419600,0.998995
1735423200,0.999057
1735430400,0.998937
1735437600,0.999203
1735441200,0.998916
1735444800,0.99885
1735452000,0.999059
1735455600,0.999217
1735459200,0.999068
1735462800,0.999282
1735466400,0.999299
1735473600,0.999413
1735480800,0.999621
1735484400,0.999412
1735488000,0.999407
1735509600,0.999366
1735513200,0.999607
1735516800,0.999687
1735520400,0.999738
1735524000,0.999875
1735527600,0.999661
1735531200,0.999206
1735534800,0.999416
1735538400,0.999442
1735542000,0.999626
1735552800,0.999555
1735556400,0.999554
1735560000,1.000087
1735563600,0.99988
1735567200,0.999656
1735570800,0.999648
1735574400,0.999638
1735578000,0.999839
1735581600,0.999759
1735585200,0.999299
1735588800,0.999291
1735592400,0.998656
1735596000,0.998994
1735599600,0.999073
1735603200,1.000041
1735606800,0.999446
1735610400,0.999474
1735614000,0.999493
1735617600,0.99945
1735621200,0.999451
1735624800,0.999666
1735628400,0.999444
1735632000,0.9997
1735635600,0.99938
1735639200,0.999346
1735642800,0.999285
1735646400,0.99952
1735650000,0.999166
1735653600,0.999162
1735657200,0.999048
1735660800,0.999311
1735664400,0.999156
1735668000,0.999096
1735671600,0.999211
1735675200,0.999269
1735678800,0.998381
1735682400,0.998646
1735689600,0.998698
1735693200,0.998792
1735696800,0.9988
1735700400,0.999024
1735704000,0.999129
1735707600,0.998946
1735711200,0.999138
1735714800,0.999297
1735718400,0.999307
1735722000,0.999107
1735725600,0.999349
1735729200,0.999507
1735732800,0.99961
1735736400,0.999737
1735740000,0.999606
1735743600,0.999637
1735747200,0.999691
1735750800,0.999597
1735754400,0.999723
1735758000,0.999759
1735761600,0.99996
1735765200,0.999801
1735768800,0.999788
1735772400,0.999957
1735776000,0.999753
1735779600,0.999749
1735783200,0.999736
1735786800,0.999908
1735790400,0.999702
1735794000,0.999863
1735797600,0.999851
1735801200,0.999901
1735804800,1.000007
1735808400,0.999794
1735812000,1.0
1735815600,0.999734
1735819200,0.99985
1735822800,0.999829
1735826400,0.999643
1735830000,0.999617
1735833600,0.999838
1735837200,0.9999
1735840800,0.999729
1735844400,0.999914
1735848000,0.999704
1735851600,0.999704
1735855200,0.999703
1735858800,0.999859
1735862400,0.999867
1735866000,0.999876
1735869600,0.999879
1735873200,0.999879
1735876800,0.999686
1735880400,0.999687
1735884000,0.999686
1735887600,0.999682
1735891200,0.999881
1735894800,0.999865
1735898400,0.999712
1735902000,0.999913
1735905600,0.999922
1735909200,0.999981
1735912800,1.000007
1735916400,1.000084
1735920000,1.000096
1735923600,0.999884
1735927200,1.000045
1735930800,1.00007
1735934400,0.999869
1735938000,1.000075
1735941600,1.000075
1735945200,1.000106
1735948800,0.999896
1735952400,0.999893
1735956000,0.999892
1735959600,1.000092
1735963200,0.999891
1735966800,1.000091
1735970400,0.999892
1735974000,1.000093
1735977600,0.999899
1735981200,0.999887
1735984800,0.999875
1735988400,0.999868
1735992000,1.000068
1735995600,1.000068
1735999200,1.000074
1736002800,1.000076
1736006400,0.999873
1736010000,0.999869
1736013600,0.999855
1736017200,0.999822
1736020800,1.0
1736024400,0.999997
1736028000,0.9998
1736031600,0.999798
1736035200,0.999797
1736038800,0.999796
1736042400,0.999781
1736046000,0.999975
1736049600,0.999774
1736053200,0.99977
1736056800,0.999769
1736060400,0.999974
1736064000,0.999774
1736067600,0.99976
1736071200,0.999756
1736074800,0.999714
1736078400,0.999714
1736082000,0.999915
1736085600,0.999701
1736089200,0.999888
1736092800,0.99969
1736096400,0.999892
1736100000,0.999693
1736103600,0.99991
1736107200,0.999717
1736110800,0.999926
1736114400,0.999726
1736118000,0.999927
1736121600,0.999729
1736125200,0.999729
1736128800,0.999936
1736132400,0.999942
1736136000,0.999742
1736139600,0.99996
1736143200,0.999761
1736146800,1.000001
1736150400,0.999809
1736154000,0.999795
1736157600,0.999994
1736161200,0.999998
1736164800,0.999798
1736168400,0.999797
1736172000,0.999799
1736175600,1.000005
1736179200,1.000001
1736182800,0.999997
1736186400,0.99979
1736190000,0.999984
1736193600,0.999789
1736197200,0.999787
1736200800,0.999769
1736204400,0.99977
1736208000,0.99977
1736211600,0.999766
1736215200,0.999751
1736218800,0.999732
1736222400,0.999732
1736226000,0.999732
1736229600,0.999932
1736233200,0.999933
1736236800,0.999731
1736240400,0.999731
1736244000,0.999727
1736247600,0.999726
1736251200,0.99972
1736254800,0.999716
1736258400,0.999713
1736262000,0.999709
1736265600,0.999902
1736269200,0.999701
1736272800,0.999894
1736276400,0.999695
1736280000,0.999887
1736283600,0.999888
1736287200,0.999687
1736290800,0.999686
1736294400,0.999885
1736298000,0.999684
1736301600,0.999684
1736305200,0.999682
1736308800,0.99988
1736312400,0.999679
1736316000,0.999671
1736319600,0.999612
1736323200,0.999812
1736326800,0.99961
1736334000,0.99981
1736337600,0.999809
1736341200,0.999803
1736344800,0.999787
1736348400,0.999787
1736352000,0.999589
1736355600,0.999588
1736359200,0.99978
1736362800,0.999786
1736366400,0.999589
1736370000,0.999801
1736373600,0.999607
1736377200,0.999816
1736380800,0.999862
1736384400,0.999729
1736388000,0.999798
1736391600,1.000017
1736395200,1.000003
1736398800,0.999994
1736402400,0.999983
1736406000,0.999774
1736409600,0.999758
1736413200,0.999793
1736416800,0.999831
1736420400,1.000057
1736424000,0.999874
1736427600,0.999869
1736431200,0.999847
1736434800,1.000051
1736438400,0.999855
1736442000,0.999825
1736445600,1.000004
1736449200,1.000004
1736452800,0.999816
1736456400,1.000015
1736460000,0.999801
1736463600,0.999804
1736467200,0.999799
1736470800,0.999797
1736474400,1.000003
1736478000,0.999803
1736481600,1.000009
1736485200,0.999805
1736488800,0.999997
1736492400,0.999999
1736496000,1.000004
1736499600,0.999795
1736503200,0.999784
1736506800,1.00004
1736510400,0.99981
1736514000,0.999802
1736517600,1.000018
1736521200,0.999851
1736524800,0.999895
1736528400,1.000095
1736532000,1.00005
1736535600,0.999932
1736539200,1.000154
1736542800,1.000179
1736546400,0.999981
1736550000,1.000181
1736553600,0.999983
1736557200,1.000193
1736560800,1.000212
1736564400,1.000169
1736568000,0.999984
1736571600,0.999967
1736575200,1.000163
1736578800,1.000166
1736582400,1.000167
1736589600,0.999967
1736593200,1.000168
1736596800,1.000171
1736600400,0.99997
1736604000,1.000151
1736607600,0.999918
1736611200,1.000112
1736614800,1.0
1736618400,0.999997
1736622000,0.999993
1736625600,1.000181
1736629200,1.000186
1736632800,0.999973
1736636400,0.999956
1736640000,0.999947
1736643600,0.99994
1736647200,1.000098
1736650800,0.9999
1736654400,0.9999
1736658000,1.0001
1736661600,0.9999
1736665200,1.0001
1736672400,0.999899
1736676000,1.000099
1736679600,0.999891
1736683200,1.000087
1736686800,0.999885
1736690400,1.000086
1736694000,1.000088
1736697600,1.000096
1736701200,0.999903
1736704800,0.999899
1736708400,1.000098
1736712000,1.000098
1736719200,0.999897
1736722800,0.999897
1736726400,1.000097
1736730000,0.99991
1736733600,0.9999
1736737200,1.000076
1736740800,1.000086
1736744400,0.999886
1736748000,0.999886
1736751600,0.999877
1736755200,0.999874
1736758800,0.999871
1736762400,0.99987
1736766000,0.999867
1736769600,0.999836
1736773200,0.999801
1736776800,0.999808
1736780400,1.000003
1736784000,1.000009
1736787600,0.999809
1736791200,1.000008
1736794800,0.999806
1736798400,1.000009
1736802000,1.000015
1736805600,0.999813
1736809200,0.999867
1736812800,0.999869
1736816400,0.999875
1736820000,0.999876
1736823600,0.999888
1736827200,0.999681
1736830800,0.999874
1736834400,0.999878
1736838000,1.0
1736841600,0.999802
1736845200,0.999803
1736848800,0.99981
1736852400,1.000011
1736859600,0.999809
1736863200,0.999808
1736866800,1.000009
1736870400,1.00001
1736874000,1.000015
1736877600,1.000028
1736881200,1.000045
1736884800,0.999796
1736888400,0.999797
1736892000,1.000291
1736895600,0.999908
1736899200,0.999908
1736902800,0.999899
1736906400,0.999907
1736910000,0.999708
1736913600,0.999921
1736917200,0.999948
1736920800,0.999955
1736924400,0.999974
1736928000,1.0
1736931600,1.000005
1736935200,0.999842
1736938800,1.0001
1736942400,1.000042
1736946000,1.00005
1736949600,0.999931
1736953200,1.000087
1736956800,0.9999
1736960400,0.9999
1736964000,1.000097
1736967600,0.999902
1736971200,1.000121
1736974800,1.000138
1736978400,0.999974
1736982000,0.999972
1736985600,1.000148
1736989200,0.0
1736989200,0.999913
1736992800,0.999987
1736992800,1.000117
1736996400,0.999956
1736996400,1.000119
1737003600,1.000161
1737003600,1.000123
1737007200,1.000345
1737007200,1.000131
1737010800,0.999974
1737010800,1.000153
1737014400,1.000176
1737014400,0.999953
1737018000,0.999954
1737021600,0.999957
1737021600,1.000154
1737025200,1.000154
1737028800,1.000196
1737028800,1.000155
1737032400,0.999984
1737032400,0.999955
1737036000,0.999954
1737036000,0.999951
1737039600,0.999396
1737039600,0.999936
1737043200,0.999654
1737043200,0.999938
1737046800,1.000118
1737050400,1.000195
1737050400,0.999918
1737054000,1.000018
1737054000,1.000119
1737057600,1.000123
1737061200,0.999919
1737064800,0.999914
1737064800,1.000127
1737068400,0.999883
1737072000,0.999882
1737072000,1.000083
1737075600,0.999897
1737075600,1.000083
1737079200,1.000086
1737082800,0.999886
1737086400,0.999897
1737086400,0.999879
1737090000,0.999898
1737093600,1.000106
1737093600,1.000078
1737097200,1.000079
1737100800,0.999898
1737100800,1.000079
1737104400,0.999889
1737104400,0.999878
1737108000,0.999881
1737111600,0.99988
1737115200,0.999847
1737118800,0.99988
1737118800,0.999846
1737122400,0.999866
1737122400,0.999846
1737126000,0.999882
1737126000,1.000047
1737129600,0.999829
1737129600,1.000047
1737133200,0.999805
1737133200,0.999845
1737136800,0.999796
1737136800,1.000045
1737140400,0.99981
1737140400,0.999833
1737144000,1.000045
1737144000,1.000045
1737147600,0.999886
1737147600,0.999715
1737151200,0.999909
1737151200,0.999857
1737154800,0.999606
1737154800,0.999548
1737158400,0.99966
1737158400,0.999747
1737162000,0.999557
1737162000,0.999496
1737169200,0.999625
1737169200,0.999458
1737172800,0.999637
1737172800,0.999429
1737176400,0.999507
1737176400,0.999193
1737180000,0.999503
1737180000,0.999335
1737183600,0.999202
1737187200,0.999163
1737190800,0.999535
1737190800,0.999142
1737194400,0.999343
1737194400,0.999321
1737198000,0.999506
1737198000,0.999313
1737201600,0.99931
1737201600,0.999329
1737205200,0.99913
1737208800,0.999125
1737212400,0.999124
1737216000,0.999123
1737219600,0.999121
1737223200,0.99931
1737226800,0.999314
1737230400,0.999314
1737234000,0.999319
1737237600,0.999119
1737241200,0.999119
1737244800,0.999321
1737248400,0.999131
1737252000,0.999125
1737255600,0.999138
1737259200,0.999338
1737262800,0.999338
1737266400,0.999138
1737270000,0.999138
1737273600,0.999337
1737277200,0.999341
1737280800,0.999353
1737284400,0.99916
1737288000,0.999357
1737291600,0.999157
1737295200,0.999348
1737298800,0.99935
1737302400,0.999352
1737306000,0.999371
1737309600,0.999372
1737313200,0.999374
1737316800,0.999482
1737320400,0.999477
1737324000,0.999465
1737327600,0.99926
1737331200,0.999257
1737334800,0.999445
1737338400,0.999244
1737342000,0.999244
1737345600,0.999446
1737349200,0.999452
1737352800,0.999454
1737356400,0.999463
1737360000,0.99947
1737363600,0.999471
1737367200,0.999269
1737370800,0.999266
1737374400,0.999244
1737378000,0.999239
1737381600,0.999415
1737385200,0.999445
1737388800,0.999245
1737392400,0.999244
1737396000,0.999442
1737399600,0.999439
1737403200,0.999236
1737406800,0.999236
1737410400,0.999236
1737414000,0.999438
1737417600,0.999233
1737421200,0.999224
1737424800,0.999223
1737428400,0.999218
1737432000,0.999212
1737435600,0.99941
1737439200,0.999206
1737442800,0.999406
1737446400,0.9992
1737450000,0.999171
1737453600,0.999371
1737457200,0.999376
1737460800,0.99938
1737464400,0.999181
1737468000,0.999181
1737471600,0.999393
1737475200,0.999409
1737478800,0.99921
1737482400,0.999205
1737486000,0.9992
1737489600,0.999196
1737493200,0.999398
1737500400,0.999198
1737504000,0.999198
1737507600,0.999401
1737511200,0.999197
1737514800,0.999195
1737518400,0.999195
1737522000,0.999194
1737525600,0.999403
1737529200,0.999195
1737532800,0.999193
1737536400,0.999193
1737540000,0.999394
1737543600,0.999395
1737547200,0.999195
1737554400,0.999195
1737558000,0.999195
1737561600,0.999395
1737565200,0.999395
1737568800,0.999395
1737572400,0.999195
1737576000,0.999195
1737579600,0.999195
1737583200,0.999188
1737586800,0.999191
1737590400,0.999183
1737594000,0.99935
1737597600,0.99915
1737601200,0.999348
1737604800,0.999147
1737608400,0.999143
1737612000,0.99931
1737612000,0.999143
1737615600,0.999343
1737619200,0.999143
1737622800,0.999143
1737626400,0.999339
1737630000,0.999137
1737633600,0.999139
1737637200,0.999339
1737640800,0.999136
1737644400,0.999135
1737648000,0.99933
1737651600,0.999333
1737655200,0.999371
1737658800,0.999383
1737662400,0.999386
1737666000,0.999387
1737669600,0.999389
1737673200,0.99931
1737673200,0.999404
1737676800,0.99931
1737676800,0.999201
1737680400,0.999202
1737684000,0.9992
1737687600,0.999297
1737687600,0.999401
1737691200,0.999201
1737694800,0.999402
1737698400,0.999404
1737702000,0.99941
1737705600,0.999417
1737709200,0.999225
1737712800,0.999425
1737716400,0.999431
1737720000,0.999431
1737727200,0.999435
1737730800,0.999464
1737734400,0.999283
1737734400,0.99931
1737738000,0.99951
1737741600,0.999518
1737745200,0.999518
1737748800,0.999518
1737752400,0.999518
1737756000,0.999522
1737759600,0.999322
1737763200,0.999323
1737766800,0.999522
1737770400,0.999528
1737774000,0.999532
1737777600,0.999534
1737781200,0.999544
1737788400,0.999553
1737792000,0.999555
1737795600,0.999565
1737799200,0.999569
1737802800,0.999577
1737806400,0.999596
1737810000,0.99973
1737813600,0.99973
1737817200,0.999731
1737824400,0.999733
1737828000,0.999741
1737831600,0.999747
1737835200,0.999748
1737838800,0.999751
1737842400,0.997351
1737846000,0.999751
1737849600,0.999751
1737853200,0.999769
1737856800,0.999771
1737860400,0.999775
1737864000,0.999776
1737867600,0.999575
1737871200,0.999775
1737874800,0.999776
1737878400,0.999777
1737882000,0.999796
1737885600,0.999597
1737889200,0.999596
1737892800,0.999796
1737896400,0.999797
1737900000,0.999799
1737903600,0.999835
1737907200,0.999653
1737910800,0.999643
1737914400,0.999674
1737918000,0.999645
1737921600,0.999641
1737925200,0.999637
1737928800,0.999631
1737932400,0.999834
1737936000,0.99964
1737939600,0.99964
1737943200,0.999639
1737946800,0.999843
1737950400,0.999854
1737954000,0.999653
1737957600,0.999847
1737961200,0.999855
1737964800,0.999864
1737968400,0.999874
1737972000,0.999882
1737975600,0.999682
1737979200,0.999887
1737982800,0.999892
1737986400,0.999691
1737990000,0.999726
1737993600,0.999725
1737997200,0.999719
1738000800,0.999709
1738004400,0.999715
1738008000,0.99971
1738011600,0.99991
1738015200,0.999705
1738018800,0.999894
1738022400,0.999697
1738026000,0.999697
1738029600,0.999696
1738033200,0.999897
1738047600,0.999898
1738054800,0.999698
1738058400,0.999896
1738069200,0.999897
1738072800,0.999693
1738076400,0.999673
1738080000,0.999671
1738083600,0.999867
1738087200,0.999671
1738090800,0.999868
1738094400,0.999623
1738098000,0.999667
1738101600,0.999666
1738105200,0.999863
1738108800,0.999865
1738112400,0.999681
1738116000,0.99968
1738119600,0.999878
1738123200,0.99968
1738126800,0.999882
1738130400,0.999884
1738134000,0.999888
1738137600,0.999888
1738141200,0.999689
1738144800,0.999886
1738148400,0.999694
1738152000,0.999894
1738155600,0.999696
1738159200,0.999686
1738162800,0.99988
1738166400,0.999678
1738170000,0.999675
1738173600,0.999675
1738177200,0.999674
1738180800,0.999686
1738184400,0.999691
1738188000,0.999888
1738191600,0.999684
1738195200,0.999682
1738198800,0.999691
1738202400,0.99969
1738206000,0.999664
1738209600,0.999863
1738213200,0.999627
1738216800,0.999862
1738220400,0.999662
1738224000,0.999862
1738227600,0.999864
1738231200,0.999664
1738234800,0.999864
1738238400,0.999871
1738242000,0.999869
1738245600,0.999876
1738249200,0.999879
1738252800,0.999886
1738256400,0.999892
1738260000,0.999893
1738263600,0.999898
1738267200,0.999901
1738270800,0.999701
1738274400,0.999901
1738278000,0.999701
1738281600,0.9997
1738285200,0.9997
1738288800,0.999901
1738292400,0.9997
1738296000,0.999701
1738299600,0.999901
1738303200,0.999701
1738306800,0.9999
1738310400,0.9997
1738314000,0.9999
1738317600,0.999697
1738321200,0.999898
1738324800,0.999698
1738328400,0.999901
1738332000,0.999697
1738335600,0.999696
1738339200,0.999898
1738342800,0.999699
1738346400,0.999695
1738350000,0.999688
1738353600,0.99969
1738357200,0.999684
1738360800,0.999678
1738364400,0.999887
1738368000,0.999887
1738371600,0.999676
1738375200,0.999666
1738378800,0.999861
1738382400,0.999665
1738386000,0.999868
1738389600,0.999874
1738393200,0.999675
1738396800,0.999875
1738400400,0.999678
1738404000,0.999679
1738407600,0.999881
1738411200,0.999881
1738414800,0.999884
1738418400,0.999883
1738422000,0.999883
1738425600,0.999683
1738429200,0.999675
1738432800,0.999878
1738436400,0.999678
1738440000,0.999674
1738443600,0.999665
1738447200,0.999865
1738450800,0.999665
1738454400,0.999865
1738458000,0.999867
1738461600,0.999868
1738465200,0.999869
1738468800,0.999875
1738472400,0.999876
1738476000,0.999876
1738479600,0.999878
1738483200,0.999879
1738486800,0.999679
1738490400,0.99988
1738494000,0.999677
1738497600,0.999679
1738501200,0.999676
1738504800,0.999675
1738508400,0.999875
1738512000,0.999675
1738515600,0.999874
1738519200,0.999669
1738522800,0.999667
1738526400,0.999863
1738530000,0.999661
1738533600,0.999847
1738537200,0.999644
1738540800,0.999842
1738544400,0.999637
1738548000,0.999632
1738551600,0.999818
1738555200,0.999618
1738558800,0.999791
1738562400,0.999577
1738566000,0.999764
1738569600,0.999558
1738573200,0.999749
1738576800,0.99954
1738580400,0.999537
1738584000,0.999536
1738587600,0.999535
1738591200,0.999734
1738594800,0.999736
1738598400,0.999531
1738602000,0.999729
1738605600,0.999529
1738609200,0.99973
1738612800,0.999725
1738616400,0.999522
1738620000,0.999643
1738623600,0.999644
1738627200,0.999437
1738630800,0.999434
1738634400,0.999431
1738638000,0.999427
1738641600,0.999627
1738645200,0.999418
1738648800,0.999617
1738652400,0.999417
1738656000,0.999617
1738659600,0.999417
1738663200,0.999617
1738666800,0.999618
1738670400,0.999418
1738674000,0.999618
1738677600,0.999418
1738681200,0.999619
1738684800,0.999419
1738688400,0.999619
1738692000,0.999624
1738695600,0.999619
1738699200,0.999419
1738702800,0.999419
1738706400,0.999419
1738710000,0.99962
1738713600,0.999621
1738717200,0.999621
1738720800,0.999621
1738724400,0.999621
1738731600,0.999621
1738738800,0.999621
1738746000,0.999421
1738749600,0.999411
1738753200,0.999609
1738760400,0.999609
1738764000,0.999609
1738767600,0.999407
1738771200,0.999402
1738774800,0.999397
1738778400,0.999594
1738782000,0.999585
1738785600,0.999566
1738789200,0.999365
1738792800,0.999366
1738796400,0.999556
1738800000,0.999343
1738803600,0.999544
1738807200,0.999342
1738810800,0.9995
1738814400,0.999505
1738818000,0.9995
1738821600,0.9995
1738825200,0.999503
1738828800,0.999503
1738832400,0.999505
1738836000,0.999306
1738839600,0.999305
1738843200,0.999304
1738846800,0.999305
1738850400,0.999304
1738854000,0.9993
1738857600,0.999299
1738861200,0.999499
1738864800,0.999299
1738868400,0.999295
1738872000,0.999276
1738875600,0.999471
1738879200,0.999264
1738882800,0.999237
1738886400,0.999426
1738890000,0.999425
1738893600,0.999218
1738897200,0.999419
1738900800,0.999419
1738904400,0.999219
1738908000,0.999219
1738911600,0.999401
1738915200,0.999402
1738918800,0.999201
1738922400,0.9994
1738926000,0.999401
1738929600,0.99919
1738933200,0.999392
1738936800,0.999393
1738940400,0.999194
1738944000,0.999193
1738947600,0.999193
1738951200,0.999192
1738954800,0.999192
1738958400,0.999192
1738962000,0.999192
1738965600,0.999189
1738969200,0.999164
1738972800,0.999359
1738976400,0.999159
1738980000,0.999158
1738983600,0.999158
1738987200,0.99915
1738990800,0.999149
1738994400,0.999335
1738998000,0.999111
1739001600,0.999084
1739005200,0.999084
1739008800,0.999273
1739012400,0.999073
1739016000,0.999273
1739019600,0.999066
1739023200,0.999066
1739026800,0.999066
1739030400,0.999061
1739034000,0.99926
1739037600,0.999059
1739041200,0.99906
1739044800,0.999259
1739048400,0.999258
1739052000,0.99906
1739055600,0.999261
1739059200,0.999265
1739066400,0.999265
1739070000,0.999065
1739073600,0.999065
1739077200,0.999065
1739084400,0.999265
1739088000,0.999065
1739091600,0.999065
1739095200,0.999266
1739098800,0.999265
1739102400,0.999267
1739106000,0.999272
1739109600,0.999282
1739113200,0.99928
1739116800,0.999278
1739120400,0.999077
1739124000,0.999075
1739127600,0.999278
1739131200,0.999079
1739134800,0.999281
1739138400,0.999076
1739142000,0.999277
1739145600,0.999276
1739149200,0.999278
1739152800,0.999077
1739156400,0.999277
1739160000,0.999277
1739163600,0.999277
1739167200,0.999077
1739170800,0.999279
1739174400,0.999277
1739178000,0.999277
1739181600,0.999077
1739185200,0.999277
1739188800,0.99902
1739192400,0.999277
1739196000,0.999076
1739199600,0.999074
1739203200,0.999073
1739206800,0.999272
1739210400,0.999261
1739214000,0.999063
1739217600,0.999258
1739221200,0.999048
1739224800,0.999226
1739228400,0.99924
1739232000,0.999011
1739235600,0.999212
1739239200,0.999213
1739242800,0.999014
1739246400,0.999013
1739250000,0.999213
1739253600,0.9992
1739257200,0.999195
1739260800,0.999191
1739264400,0.998988
1739268000,0.998983
1739271600,0.999173
1739275200,0.99897
1739278800,0.999162
1739282400,0.998954
1739286000,0.999144
1739289600,0.999137
1739293200,0.998937
1739296800,0.998937
1739300400,0.998931
1739304000,0.999146
1739307600,0.998947
1739311200,0.998943
1739314800,0.998941
1739318400,0.998948
1739322000,0.99895
1739325600,0.999153
1739329200,0.999154
1739332800,0.99916
1739336400,0.998965
1739340000,0.999166
1739343600,0.999167
1739347200,0.998967
1739350800,0.998969
1739354400,0.99917
1739358000,0.99917
1739361600,0.999169
1739365200,0.999169
1739368800,0.999174
1739372400,0.998968
1739376000,0.999109
1739379600,0.999111
1739383200,0.999038
1739386800,0.999196
1739390400,0.998984
1739394000,0.999184
1739397600,0.998978
1739401200,0.998951
1739404800,0.999084
1739408400,0.99907
1739412000,0.999065
1739415600,0.999044
1739419200,0.999242
1739422800,0.999074
1739426400,0.999074
1739430000,0.999274
1739433600,0.999274
1739437200,0.999275
1739440800,0.999275
1739444400,0.99928
1739448000,0.999281
1739451600,0.99917
1739455200,0.999369
1739458800,0.999168
1739462400,0.999166
1739466000,0.999166
1739469600,0.999364
1739473200,0.999166
1739476800,0.999165
1739480400,0.999175
1739484000,0.999173
1739487600,0.99917
1739491200,0.999373
1739494800,0.999372
1739498400,0.999169
1739502000,0.99937
1739505600,0.999169
1739509200,0.999365
1739512800,0.999381
1739516400,0.999381
1739520000,0.999381
1739523600,0.999179
1739527200,0.999378
1739530800,0.999177
1739534400,0.999363
1739538000,0.999163
1739541600,0.999363
1739545200,0.999352
1739548800,0.999348
1739552400,0.999348
1739556000,0.999149
1739559600,0.999354
1739563200,0.999162
1739566800,0.99916
1739570400,0.999157
1739574000,0.999358
1739577600,0.999358
1739581200,0.999359
1739584800,0.999359
1739588400,0.99936
1739592000,0.999361
1739595600,0.999166
1739599200,0.999365
1739602800,0.999165
1739606400,0.999366
1739610000,0.999363
1739613600,0.999364
1739617200,0.999364
1739620800,0.999365
1739624400,0.999366
1739628000,0.999367
1739631600,0.999367
1739635200,0.999167
1739638800,0.999371
1739642400,0.99937
1739646000,0.99936
1739649600,0.999363
1739653200,0.999176
1739656800,0.99917
1739660400,0.999169
1739664000,0.99937
1739667600,0.999171
1739671200,0.99917
1739674800,0.99937
1739678400,0.99937
1739682000,0.999372
1739685600,0.999386
1739689200,0.999164
1739692800,0.999362
1739696400,0.999362
1739700000,0.999158
1739703600,0.999158
1739707200,0.999158
1739710800,0.999157
1739714400,0.999157
1739718000,0.99916
1739721600,0.999352
1739725200,0.999336
1739728800,0.999134
1739732400,0.999134
1739736000,0.99913
1739739600,0.999329
1739743200,0.999329
1739746800,0.999129
1739750400,0.99933
1739754000,0.999131
1739757600,0.999331
1739761200,0.999132
1739764800,0.999332
1739768400,0.999132
1739772000,0.999132
1739775600,0.999332
1739779200,0.999332
1739782800,0.999334
1739786400,0.999338
1739790000,0.99934
1739793600,0.999141
1739797200,0.999145
1739800800,0.999346
1739804400,0.999347
1739808000,0.99935
1739811600,0.999156
1739815200,0.999362
1739818800,0.999364
1739822400,0.999368
1739826000,0.99937
1739829600,0.999376
1739833200,0.999376
1739836800,0.999399
1739840400,0.999414
1739844000,0.999219
1739847600,0.999426
1739851200,0.999233
1739854800,0.99923
1739858400,0.999231
1739862000,0.999429
1739865600,0.999423
1739869200,0.999426
1739872800,0.999423
1739876400,0.999418
1739880000,0.99922
1739883600,0.99942
1739887200,0.999428
1739890800,0.999436
1739894400,0.999439
1739898000,0.999251
1739901600,0.999269
1739905200,0.999485
1739908800,0.999503
1739912400,0.999267
1739916000,0.999499
1739919600,0.99951
1739923200,0.9993
1739926800,0.9993
1739930400,0.999511
1739934000,0.999313
1739937600,0.999314
1739941200,0.999525
1739944800,0.99933
1739948400,0.99933
1739952000,0.99953
1739955600,0.999538
1739959200,0.999542
1739962800,0.999542
1739966400,0.999342
